entidade;numero_processo;contrato;num_contrato_orgao;objeto;valor_global;cnpj;razao_social;data_de_celebracao;data_de_vigencia;situacao;local_da_execucao;modalidade_de_contratacao;subtipo_de_contrato;tipo_de_aquisicao;arquivo_origem;data_inicio;data_fim
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;341205;00122/2019;011/2017/SEDEC;Locacao de imovel nao residencial, localizado na Rua Brigadeiro Eduardo Gomes, nA 86, Bairro: Goiabeiras, Cuiaba-MT, com medida de 172,00 m2, espaco livre, com laje, piso ceramico, cerca eletrica, concertina, instalacao eletrica e hidraulica, forro de ges;39316.92;18460001000184;G.DI GRECCO DA COSTA MARQUES & CIA LTDA-ME;2017-10-06;06/10/2017 a 05/10/2022;CELEBRADO;;DISPENSA DE LICITACAO;Locao de Imveis;Locacao de Bens;transparencia_excel_17.xls;2017-10-06;2022-10-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00416/2018;003/2018/SEDEC;Contratacao de empresa especializada em fornecimento de agua mineral, natural, sem gas, acondicionada em garrafao de polipropileno, com capacidade para 20 (vinte) litros, em atendimento a demanda da Secretaria de Estado de Desenvolvimento Economico.;8000.0;13332212000118;FINISSAYMA DISTRIBUIDORA DE AGUA LTDA ME;2018-03-23;23/03/2018 a 22/03/2019;CELEBRADO;;PREGAO ELETRONICO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_18.xls;2018-03-23;2019-03-22
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00439/2018;001/2017 (1 Termo Aditivo);CONTRATO NR 001/2017/SEDEC: 1. CLAUSULA PRIMEIRA - OBJETO: 1.1.	O objeto do presente instrumento e a contratacao de servicos de telefonia movel e comunicacao de dados e internet com fornecimento de SIMCARD, aparelhos telefonicos e acessorios em regime de;104948.16;02558157000162;TELEFONICA BRASIL S.A.;2017-12-21;24/01/2018 a 23/01/2019;CELEBRADO;;ADESAO;Telefonia Mvel;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-01-24;2019-01-23
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00322/2018;016/2017/SEDEC (1Termo Adit.);O objeto do presente instrumento refere-se a contratacao de empresa especializada em servicos de Engenharia/Arquitetura para execucao de obra de reforma da cobertura (telhado) do predio da Secretaria de Estado de Desenvolvimento Economico, vindo derivar d;53602.89;26238103000188;B N PASQUALOTTO ENGENHARIA - MT;2018-02-28;28/02/2018 a 29/05/2018;CELEBRADO;;TOMADA DE PRECOS;Reforma de Imveis;51 - OBRAS E INSTALACOES;transparencia_excel_18.xls;2018-02-28;2018-05-29
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00351/2018;013/2014 (5 Termo Aditivo);O Presente Termo Aditivo tem por objeto prorrogar por 210 (duzentos e dez) dias o prazo de execucao e 365 (trezentos e sessenta e cinco) dias o prazo de vigencia do contrato no 013/2014/SEDEC, conforme disposto no art. 57, 1A, da Lei 8.666/93 e suas pos;1571069.03;01898295000128;GEOSOLO ENGENHARIA PLANEJAMENTO E CONSULTORIA LTDA.;2018-01-10;11/01/2018 a 10/01/2019;CELEBRADO;;CONCORRENCIA;Obras de Infra-Estrutura;51 - OBRAS E INSTALACOES;transparencia_excel_18.xls;2018-01-11;2019-01-10
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;215762;00865/2018;007/2015 (3 TERMO ADITIVO);1.1.	O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do contrato no 007/2015/SEDEC por mais 60 (sessenta) dias, com fulcro no inciso II, do artigo 57, da Lei n.o 8.666 de 21/06/1993, a partir de 01/08/2018.;41690.34;15952971000109;CORECO TERCEIRIZACAO E SERVICOS EIRELI;2018-07-30;01/08/2018 a 29/09/2018;CELEBRADO;;PREGAO PRESENCIAL;Terceirizaes;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-08-01;2018-09-29
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;157037;00904/2018;008/2015/SEDEC (4 ADITIVO);1.1.	O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do contrato no 008/2015/SEDEC por mais 12 (doze) meses, com fulcro no inciso II, do artigo 57, da Lei n.o 8.666 de 21/06/1993, a partir de 01/08/2018. 1.2. Tem por objeto ai;312876.48;05517625000149;ECOLOGICA SERVICOS TECNICOS LTDA;2018-07-31;01/08/2018 a 31/07/2019;CELEBRADO;;PREGAO ELETRONICO;Terceirizaes;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-08-01;2019-07-31
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;471205;01376/2018;019/2018/SEDEC;Contratacao de empresa especializada na prestacao de servico de manutencao preventiva e corretiva do sistema de telefonia fixa da SEDEC e unidades, central telefonica PABX.;18000.0;15013469000132;RONDON TELECOMUNICACOES LTDA.;2018-12-06;06/12/2018 a 05/12/2019;CELEBRADO;;DISPENSA DE LICITACAO;Telefonia Fixa;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-12-06;2019-12-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;01338/2018;015/2018/SEDEC;Contratacao de empresa especializada na prestacao de servicos de Reforma e Manutencao de Cadeiras e Longarinas, em atendimento a demanda da Secretaria de Estado de Desenvolvimento Economico, que deriva da adesao a Ata de Registro de Precos no 006/2018/SEG;16808.5;08914393000150;JAIME TRENTIN & CIA LTDA ME;2018-11-12;12/11/2018 a 11/11/2019;CELEBRADO;;PREGAO ELETRONICO;Manuteno de Mveis e Equip.;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-11-12;2019-11-11
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;501797;00970/2018;007/2018/SEDEC;Contratacao de entidade especializada na Elaboracao de Estudos e Analise da Matriz Energetica Consolidada do Estado de Mato Grosso e Mesorregioes 2036 e do YBalanco Energetico do Estado de Mato Grosso e Mesorregioes 2018 Ano Base 2017Y.;287144.85;33004540000100;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO - UFMT;2018-08-16;16/08/2018 a 15/08/2019;CELEBRADO;;DISPENSA DE LICITACAO;Estudos e Projetos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-08-16;2019-08-15
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;186486;00716/2018;027/2014 (6 Termo Aditivo);Prorrogar o prazo de execucao por 210 (duzentos e dez) dias, e o prazo de vigencia por 180 (cento e oitenta) dias, do Contrato NR. 027/2014/SEDEC, conforme disposto no art. 57, 1A, inciso VI da Lei 8.666/93 e suas posteriores alteracoes.;1435418.29;24683120000107;A I FERNANDES SERVICOS DE ENGENHARIA EIRELI EPP;2018-04-27;30/04/2018 a 26/10/2018;CELEBRADO;;CONCORRENCIA;Obras de Infra-Estrutura;51 - OBRAS E INSTALACOES;transparencia_excel_18.xls;2018-04-30;2018-10-26
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;386869;00524/2018;005/2017 (1 Termo Aditivo);1.1.	O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do con-trato no 002/2016/SEDEC por mais 12 (doze) meses, com fulcro no inciso II, do artigo 57, da Lei n.o 8.666 de 21/06/1993, a partir de 27/01/2017.;413352.92;03819150000110;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI;2018-05-18;19/05/2018 a 16/08/2018;CELEBRADO;;DISPENSA DE LICITACAO;Estudos e Projetos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-05-19;2018-08-16
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;448978;01149/2018;012/2017 (1 Termo Aditivo);1.1.	O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do contrato no 012/2017/SEDEC por mais 12 (doze) meses, com fulcro no inciso II, do artigo 57, da Lei n.o 8.666 de 21/06/1993, a partir de 05/10/2018.;79200.0;73530396000152;INTERLAGOS LOCADORA DE VEICULOS LTDA - ME;2018-10-04;05/10/2018 a 04/10/2019;CELEBRADO;;PREGAO PRESENCIAL;Locao de Veculos;Locacao de Bens;transparencia_excel_18.xls;2018-10-05;2019-10-04
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;226061;01180/2018;006/2017 (1 TERMO ADITIVO);Contratacao de empresa especializada na prestacao de servicos de administracao, gerenciamento e controle da manutencao preventiva e corretiva de veiculos, incluindo fornecimento de pecas, acessorios e transporte por guincho - com implantacao e operacao de;127309.0;05340639000130;PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA;2018-05-24;25/05/2018 a 24/05/2019;CELEBRADO;;PREGAO ELETRONICO;Manuteno de Veculos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-05-25;2019-05-24
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;655204;01186/2018;022/2016/SEDEC (1 ADITIVO);1.1.	O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do contrato no 022/2016/SEDEC por mais 12 (doze) meses, com fulcro no inciso II, do artigo 57, da Lei n.o 8.666, de 21/06/1993, a partir de 02/01/2018. 1.2. Tem por objeto ta;119365.5;03506307000157;TICKET SOLUCOES HDFGT S.A;2017-12-21;02/01/2018 a 01/01/2019;CELEBRADO;;PREGAO ELETRONICO;Terceirizaes;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-01-02;2019-01-01
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;182620;01014/2018;009/2018/SEDEC;O objeto do presente instrumento refere-se a contratacao de empresa especializada na prestacao de servicos de Lava Jato, a ser utilizado nos veiculos oficiais que compoem a frota da Secretaria de Estado de Desenvolvimento Economico SEDEC.;8984.1;21611174000160;LAVA JATO DAS NACOES LTDA ME;2018-08-20;20/08/2018 a 19/08/2019;CELEBRADO;;DISPENSA DE LICITACAO;Limpeza;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-08-20;2019-08-19
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00690/2018;006/2018/SEDEC;Contratacao de empresa especializada na prestacao dos servicos de chaveiro e confeccao de chaves, para atender a demanda da Secretaria de Estado de Desenvolvimento Economico, que deriva da adesao a Ata de Registro de Precos no 028/2017/SEGES, decorrente d;13614.7;24721508000147;DOMINGOS SAVIO QUEIROZ PORTO-ME;2018-06-21;21/06/2018 a 20/06/2019;CELEBRADO;;PREGAO ELETRONICO;Servios de Apoio Administrativo, Tcnico e Operacional;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-06-21;2019-06-20
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;26625;01135/2018;010/2018/SEDEC;Contratacao de empresa especializada no ramo de eventos especificos para locacao do espaco, montagem e desmontagem, mobiliarios em geral e comunicacao visual de Estande Institucional contendo 36m2 de area, para participacao do Governo do Estado de Mato Gr;82800.0;04433214000102;DAINA LIMA DE ALMEIDA;2018-09-04;04/09/2018 a 02/12/2018;CELEBRADO;;PREGAO ELETRONICO;Eventos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-09-04;2018-12-02
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00661/2018;005/2018/SEDEC;Contratacao de empresa especializada na prestacao do servico de confeccao de carimbos para atender a Secretaria de Estado de Desenvolvimento Economico.;4044.85;03750414000126;GRAFICA DO PRETO LTDA- ME;2018-06-08;08/06/2018 a 07/06/2019;CELEBRADO;;PREGAO ELETRONICO;Servios de Apoio Administrativo, Tcnico e Operacional;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-06-08;2019-06-07
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;368197;00963/2018;017/2014 (4 Termo Aditivo);1.1.	O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do contrato no 017/2014/SEDEC por mais 12 (doze) meses, com fulcro no inciso II, do artigo 57, da Lei n.o 8.666, de 21/06/1993, a partir de 14/08/2018.;131400.0;00015167828104;Ricardo Jose Simoes de Arruda;2018-08-13;14/08/2018 a 13/08/2019;CELEBRADO;;DISPENSA DE LICITACAO;Locao de Imveis;Locacao de Bens;transparencia_excel_18.xls;2018-08-14;2019-08-13
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00185/2019;020/2018/SEDEC;Contratacao de empresa especializada em fornecimento de gas de cozinha e vasilhames de acondicionamento, em atendimento a demanda da Secretaria de Estado de Desenvolvimento Economico, que deriva da adesao a Ata de Registro de Precos no 017/2018/SEGES, dec;2835.0;03401442000138;GASOLINI COMERCIO E SERVICOS - EIRELI;2018-12-06;06/12/2018 a 05/12/2019;CELEBRADO;;ADESAO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_18.xls;2018-12-06;2019-12-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;114240;01087/2018;011/2018/SEDEC;Contratacao de empresa especializada na prestacao de servicos de agenciamento junto as instituicoes de ensino, sediadas em territorio mato-grossense, de estudantes dos ensinos medio, para preenchimento 10 (dez) bolsas de estagio existentes na Secretaria d;58535.88;61600839001550;CENTRO DE INTEGRACAO EMPRESA ESCOLA - CIEE;2018-09-25;25/09/2018 a 24/09/2019;CELEBRADO;;ADESAO;Estagirios;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-09-25;2019-09-24
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;477214;01427/2018;021/2018/SEDEC;Contratacao de empresa especializada na prestacao de servico de manutencao preventiva e corretiva, sem fornecimento de pecas, no elevador da Secretaria de Estado de Desenvolvimento Economico.;5158.8;26775577000169;ELEVAMAT CONSERVADORA DE ELEVADORES LTDA EPP;2018-12-07;07/12/2018 a 06/12/2019;CELEBRADO;;DISPENSA DE LICITACAO;Manuteno de Mveis e Equip.;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-12-07;2019-12-06
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00223/2019;017/2018/SEDEC;1.1. O objeto do presente Termo de Apostilamento consiste na alteracao da Clausula Segunda Das Especificacoes do Objeto, Itens 2.1 e 2.2 do Contrato no 017/2018/SEDEC, retificando o valor contratual, com a posterior reducao, tendo em vista que a Taxa Ad;151623.0;61600839001550;CENTRO DE INTEGRACAO EMPRESA ESCOLA - CIEE;2018-12-06;06/12/2018 a 05/12/2019;CELEBRADO;;PREGAO ELETRONICO;Estagirios;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-12-06;2019-12-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;601169;00010/2019;017/2017/SEDEC (1 ADITIVO);O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do contrato no 017/2017/SEDEC por mais 6 (seis) meses, com fulcro no artigo 57, 1o, Inciso V da Lei Federal n.o 8.666, de 21/06/1993, a partir de 06/12/2018.;415000.0;73477176000102;PIRES E ASSOCIADOS ASSESSORIA LTDA EPP;2018-12-05;06/12/2018 a 05/06/2019;CELEBRADO;;TOMADA DE PRECOS;Estudos e Projetos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-12-06;2019-06-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;525472;00039/2019;016/2016/SEDEC;Contratacao de empresa especializada na prestacao de servicos de entrega e coleta de pequenas cargas, documentos, correspondencias, pequenos objetos, sendo servicos nao realizados pela Empresa Brasileira de Correios e Telegrafos ECT, por meio de motocic;9777.0;13498158000185;F L AGUIAR ME;2018-12-04;04/12/2018 a 03/03/2019;CELEBRADO;;DISPENSA DE LICITACAO;Terceirizaes;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-12-04;2019-03-03
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00263/2019;018/2018/SEDEC;"Contratacao de empresa especializada na prestacao de servicos continuados de gerenciamento e controle de fornecimento de combustiveis (Gasolina comum; Diesel comum e S10; e Etanol comum), em rede de postos credenciados, com implantacao e operacao de siste";132800.0;05340639000130;PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA;2018-12-06;06/12/2018 a 05/12/2019;CELEBRADO;;PREGAO ELETRONICO;Terceirizaes;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-12-06;2019-12-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;467938;00059/2019;027/2014 (7 Termo Aditivo);O Presente Termo Aditivo tem por objeto prorrogar o prazo de vigencia por 180 (cento e oitenta) dias, do Contrato NR. 027/2014/SEDEC, conforme disposto no art. 57, 1A, incisos V e VI da Lei 8.666/93 e suas posteriores alteracoes.;1435418.29;24683120000107;A I FERNANDES SERVICOS DE ENGENHARIA EIRELI EPP;2018-10-23;27/10/2018 a 24/04/2019;CELEBRADO;;CONCORRENCIA;Obras de Infra-Estrutura;51 - OBRAS E INSTALACOES;transparencia_excel_18.xls;2018-10-27;2019-04-24
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00108/2019;008/2016/SEDEC;1.1.	O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do Contrato nA 008/2016/SEDEC, por mais 12 (doze) meses, com fulcro no inciso II do artigo 57, da Lei n.o 8.666, de 21/06/1993, tendo vigencia a partir de 12/05/2018.;121200.0;05522682000116;GLOBALTASK TECNOLOGIA E GESTAO S/A;2018-05-11;12/05/2018 a 11/05/2019;CELEBRADO;;PREGAO ELETRONICO;Servios de Cpias e Impresses;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-05-12;2019-05-11
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;585035;00158/2019;040/2013/SEDEC (13 ADITIVO);Contratacao de empresa de arquitetura/engenharia para elaboracao dos PROJETOS BASICOS E EXECUTIVOS de Revitalizacao da Orla de Caceres/MT.;320000.0;10948747000120;ABRANGENTE ENGENHARIA LTDA;2018-11-23;26/11/2018 a 24/05/2019;CELEBRADO;;PREGAO PRESENCIAL;Estudos e Projetos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-11-26;2019-05-24
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;01223/2018;017/2015/SEDEC (4 Aditivo);CLAUSULA PRIMEIRA DO OBJETO E FUNDAMENTACAO LEGAL: 1.1. O presente Termo Aditivo tem por objeto a prorrogacao do prazo de vigencia do contrato no 017/2015/SEDEC por mais 12 (doze) meses, com fulcro no inciso II, do artigo 57, da Lei n.o 8.666 de 21/06/;235632.0;08282957000180;PANTANAL VIGILANCIA E SEGURANCA LTDA.;2019-10-18;21/10/2018 a 21/01/2020;CELEBRADO;;PREGAO PRESENCIAL;Vigilncia;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-10-21;2020-01-21
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;389978;00213/2019;014/2018/SEDEC;Contratacao de empresa que, sob demanda, prestara servicos de manutencao predial preventiva (visita periodica) e corretiva (eventuais), com fornecimento de pecas, equipamentos, materiais e mao de obra, com o maior desconto a ser aplicado na forma estabele;200000.0;32953515000100;AVANCI COSNTRUCAO E SERVICOS EIRELI EPP;2018-11-06;06/11/2018 a 06/05/2020;CELEBRADO;;ADESAO;Manuteno de Imveis;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-11-06;2020-05-06
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00333/2018;001/2018;Contratacao de pessoa juridica para a prestacao dos servicos de manutencao preventiva, corretiva, remanejamento de aparelhos condicionadores de ar, elaboracao e emissao de relatorios de inspecoes periodicas e demais servicos.;27600.0;06021988000151;POLO AR CONDICIONADO SERVICOS DE REFRIGERACAO LTDA EPP;2018-02-20;20/02/2018 a 21/02/2022;CELEBRADO;;PREGAO ELETRONICO;Terceirizaes;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_18.xls;2018-02-20;2022-02-21
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;256274;00622/2018;004/2015 (3 Termo Aditivo);Locacao de imovel nao residencial, localizado na Rua Brigadeiro Eduardo Gomes, nA 86, Bairro: Goiabeiras, Cuiaba-MT, com medida 85,5 m2, espaco livre, com laje, piso ceramico, cerca eletrica, concertina, instalacao eletrica e hidraulica, com vaga para car;39316.92;18460001000184;G.DI GRECCO DA COSTA MARQUES & CIA LTDA-ME;2022-06-30;01/07/2018 a 30/06/2023;CELEBRADO;;DISPENSA DE LICITACAO;Locao de Imveis;Locacao de Bens;transparencia_excel_18.xls;2018-07-01;2023-06-30
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00848/2019;006/2019;1.1	O objeto do presente instrumento refere-se a contratacao de empresa especializada na Confeccao de Carimbos para atender a Secretaria de Estado de Desenvolvimento Economico, que deriva da adesao a Ata de Registro de Precos no 033/2018/SEGES, decorrente;13253.5;03750414000126;GRAFICA DO PRETO LTDA- ME;;16/07/2019 a 14/07/2020;ATIVO;;ADESAO;Servios Grficos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_19.xls;2019-07-16;2020-07-14
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00434/2018;002/2018;O presente contrato tem por objeto a prestacao, pela ECT, de servicos e venda de produtos, que atendam as necessidades da CONTRATANTE, mediante adesao ao(s) ANEXO(s) deste Instrumento contratual que, individualmente, caracteriza(m) cada modalidade envolvi;20000.0;34028316001690;ECT- Empresa Publica, Constituida nos Termos do Decreto-Lei no 509, de 20 de Marco de 1969.;2018-03-16;16/03/2019 a 14/03/2020;CELEBRADO;;DISPENSA DE LICITACAO;Encomendas e Corresp.;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_19.xls;2019-03-16;2020-03-14
